,Name,Chr,Position,Embryo_4006p1_B4_1_PGD4006
1_5384477,1_5384477,1,5384477,0.03707576
1_5389291,1_5389291,1,5389291,0.03707576
1_5400933,1_5400933,1,5400933,0.03707576
1_5497307,1_5497307,1,5497307,0.03707576
1_5516965,1_5516965,1,5516965,0.03707576
1_5528176,1_5528176,1,5528176,0.03707576
1_5670466,1_5670466,1,5670466,0.03707576
1_5670530,1_5670530,1,5670530,0.03707576
1_5728314,1_5728314,1,5728314,0.03707576
1_5734083,1_5734083,1,5734083,0.03707576
1_5734179,1_5734179,1,5734179,0.03707576
1_5735014,1_5735014,1,5735014,0.03707576
1_5735040,1_5735040,1,5735040,0.03707576
1_5735762,1_5735762,1,5735762,0.03707576
1_5735836,1_5735836,1,5735836,0.03707576
1_5752340,1_5752340,1,5752340,0.03707576
1_5772991,1_5772991,1,5772991,0.03707576
1_5882333,1_5882333,1,5882333,0.03707576
1_5902023,1_5902023,1,5902023,0.03707576
1_5902086,1_5902086,1,5902086,0.03707576
1_5907568,1_5907568,1,5907568,0.03707576
1_5922308,1_5922308,1,5922308,0.03707576
1_5925371,1_5925371,1,5925371,0.03707576
1_5955841,1_5955841,1,5955841,0.03707576
1_5958409,1_5958409,1,5958409,0.03707576
1_5958528,1_5958528,1,5958528,0.03707576
1_5960318,1_5960318,1,5960318,0.03707576
1_5971224,1_5971224,1,5971224,0.03707576
1_5971243,1_5971243,1,5971243,0.03707576
1_5977192,1_5977192,1,5977192,0.03707576
1_6006144,1_6006144,1,6006144,0.03707576
1_6022451,1_6022451,1,6022451,0.03707576
1_6027167,1_6027167,1,6027167,0.03707576
1_6032988,1_6032988,1,6032988,0.03707576
1_6034001,1_6034001,1,6034001,0.03707576
1_6034002,1_6034002,1,6034002,0.03707576
1_6570820,1_6570820,1,6570820,0.03707576
1_6678726,1_6678726,1,6678726,0.03707576
1_6681375,1_6681375,1,6681375,0.03707576
1_6749761,1_6749761,1,6749761,0.03707576
1_6810718,1_6810718,1,6810718,0.03707576
1_6822410,1_6822410,1,6822410,0.03707576
1_6960196,1_6960196,1,6960196,0.03707576
1_7006544,1_7006544,1,7006544,0.03707576
1_7006698,1_7006698,1,7006698,0.03707576
1_7023893,1_7023893,1,7023893,0.03707576
1_7047812,1_7047812,1,7047812,0.03707576
1_7123793,1_7123793,1,7123793,0.03707576
1_7125582,1_7125582,1,7125582,0.03707576
1_7220284,1_7220284,1,7220284,0.03707576
1_7263069,1_7263069,1,7263069,0.03707576
1_7263915,1_7263915,1,7263915,0.03707576
1_7263923,1_7263923,1,7263923,0.03707576
1_7265031,1_7265031,1,7265031,0.03707576
1_7305361,1_7305361,1,7305361,0.03707576
1_7311260,1_7311260,1,7311260,0.03707576
1_7351434,1_7351434,1,7351434,0.03707576
1_7356673,1_7356673,1,7356673,0.03707576
1_7534039,1_7534039,1,7534039,0.03707576
1_7550619,1_7550619,1,7550619,0.03707576
1_7555893,1_7555893,1,7555893,0.03707576
1_7556005,1_7556005,1,7556005,0.03707576
1_7618229,1_7618229,1,7618229,0.03707576
1_7722595,1_7722595,1,7722595,0.03707576
1_7722613,1_7722613,1,7722613,0.03707576
1_7722858,1_7722858,1,7722858,0.03707576
1_7725855,1_7725855,1,7725855,0.03707576
1_7836798,1_7836798,1,7836798,0.03707576
1_7836942,1_7836942,1,7836942,0.03707576
1_7840926,1_7840926,1,7840926,0.03707576
1_7852129,1_7852129,1,7852129,0.03707576
1_8745807,1_8745807,1,8745807,0.03707576
1_8842145,1_8842145,1,8842145,0.03707576
1_8854545,1_8854545,1,8854545,0.03707576
1_8878809,1_8878809,1,8878809,0.03707576
1_8895970,1_8895970,1,8895970,0.03707576
1_9070930,1_9070930,1,9070930,0.03707576
1_9071125,1_9071125,1,9071125,0.03707576
1_9136721,1_9136721,1,9136721,0.03707576
1_9137939,1_9137939,1,9137939,0.03707576
1_9148561,1_9148561,1,9148561,0.03707576
1_9149450,1_9149450,1,9149450,0.03707576
1_9155701,1_9155701,1,9155701,0.03707576
1_9155711,1_9155711,1,9155711,0.03707576
1_9226584,1_9226584,1,9226584,0.03707576
1_9243811,1_9243811,1,9243811,0.03707576
1_9266627,1_9266627,1,9266627,0.03707576
1_9267709,1_9267709,1,9267709,0.03707576
1_9269275,1_9269275,1,9269275,0.03707576
1_9370911,1_9370911,1,9370911,0.03707576
1_9393082,1_9393082,1,9393082,0.03707576
1_9412314,1_9412314,1,9412314,0.03707576
1_9486608,1_9486608,1,9486608,0.03707576
1_9623745,1_9623745,1,9623745,0.03707576
1_9670834,1_9670834,1,9670834,0.03707576
1_9683597,1_9683597,1,9683597,0.03707576
1_9684416,1_9684416,1,9684416,0.03707576
1_10605796,1_10605796,1,10605796,0.03707576
1_10610129,1_10610129,1,10610129,0.03707576
1_10615775,1_10615775,1,10615775,0.03707576
1_10618804,1_10618804,1,10618804,0.03707576
1_10618991,1_10618991,1,10618991,0.03707576
1_10618994,1_10618994,1,10618994,0.03707576
1_10624468,1_10624468,1,10624468,0.03707576
1_10626287,1_10626287,1,10626287,0.03707576
1_10626922,1_10626922,1,10626922,0.03707576
1_10670429,1_10670429,1,10670429,0.03707576
1_10760510,1_10760510,1,10760510,0.03707576
1_10882073,1_10882073,1,10882073,0.03707576
1_10995479,1_10995479,1,10995479,0.03707576
1_11006017,1_11006017,1,11006017,0.03707576
1_11006569,1_11006569,1,11006569,0.03707576
1_11035481,1_11035481,1,11035481,0.03707576
1_11679125,1_11679125,1,11679125,0.03707576
1_11702082,1_11702082,1,11702082,0.03707576
1_11779499,1_11779499,1,11779499,0.03707576
1_11791890,1_11791890,1,11791890,0.03707576
1_11794676,1_11794676,1,11794676,0.03707576
1_11944305,1_11944305,1,11944305,0.03707576
1_11973071,1_11973071,1,11973071,0.03707576
1_11979231,1_11979231,1,11979231,0.03707576
1_11981270,1_11981270,1,11981270,0.03707576
1_12251741,1_12251741,1,12251741,0.03707576
1_12251765,1_12251765,1,12251765,0.03707576
1_12251808,1_12251808,1,12251808,0.03707576
1_12253351,1_12253351,1,12253351,0.03707576
1_12264461,1_12264461,1,12264461,0.03707576
1_12590060,1_12590060,1,12590060,0.03707576
1_12630700,1_12630700,1,12630700,0.03707576
1_12641488,1_12641488,1,12641488,0.03707576
1_12774107,1_12774107,1,12774107,0.03707576
1_12891069,1_12891069,1,12891069,0.03707576
1_12997132,1_12997132,1,12997132,0.03707576
1_13188194,1_13188194,1,13188194,0.03707576
1_13188270,1_13188270,1,13188270,0.03707576
1_13188372,1_13188372,1,13188372,0.03707576
1_13213275,1_13213275,1,13213275,0.03707576
1_13808914,1_13808914,1,13808914,0.03707576
1_14017820,1_14017820,1,14017820,0.03707576
1_14099574,1_14099574,1,14099574,0.03707576
1_14105922,1_14105922,1,14105922,0.03707576
1_14146935,1_14146935,1,14146935,0.03707576
1_14149249,1_14149249,1,14149249,0.03707576
1_14162023,1_14162023,1,14162023,0.03707576
1_14286464,1_14286464,1,14286464,0.03707576
1_14455401,1_14455401,1,14455401,0.03707576
1_14455441,1_14455441,1,14455441,0.03707576
1_14721604,1_14721604,1,14721604,0.03707576
1_14831124,1_14831124,1,14831124,0.03707576
1_14980132,1_14980132,1,14980132,0.03707576
1_15067139,1_15067139,1,15067139,0.03707576
1_15163346,1_15163346,1,15163346,0.03707576
1_15183731,1_15183731,1,15183731,0.03707576
1_15184139,1_15184139,1,15184139,0.03707576
1_15189672,1_15189672,1,15189672,0.03707576
1_15331802,1_15331802,1,15331802,0.03707576
1_15393534,1_15393534,1,15393534,0.03707576
1_15419217,1_15419217,1,15419217,0.03707576
1_15460988,1_15460988,1,15460988,0.03707576
1_15511057,1_15511057,1,15511057,0.03707576
1_15511610,1_15511610,1,15511610,0.03707576
1_15512563,1_15512563,1,15512563,0.03707576
1_15512757,1_15512757,1,15512757,0.03707576
1_15515049,1_15515049,1,15515049,0.03707576
1_15515095,1_15515095,1,15515095,0.03707576
1_15517802,1_15517802,1,15517802,0.03707576
1_15543893,1_15543893,1,15543893,0.03707576
1_15569421,1_15569421,1,15569421,0.03707576
1_15651062,1_15651062,1,15651062,0.03707576
1_15739350,1_15739350,1,15739350,0.03707576
1_15746656,1_15746656,1,15746656,0.03707576
1_15746793,1_15746793,1,15746793,0.03707576
1_15747831,1_15747831,1,15747831,0.03707576
1_15749282,1_15749282,1,15749282,0.03707576
1_15791778,1_15791778,1,15791778,0.03707576
1_15791784,1_15791784,1,15791784,0.03707576
1_15824459,1_15824459,1,15824459,0.03707576
1_15913398,1_15913398,1,15913398,0.03707576
1_15920247,1_15920247,1,15920247,0.03707576
1_15920296,1_15920296,1,15920296,0.03707576
1_15922137,1_15922137,1,15922137,0.03707576
1_15941276,1_15941276,1,15941276,0.03707576
1_15941469,1_15941469,1,15941469,0.03707576
1_15966713,1_15966713,1,15966713,0.03707576
1_15995850,1_15995850,1,15995850,0.03707576
1_16029826,1_16029826,1,16029826,0.03707576
1_16038098,1_16038098,1,16038098,0.03707576
1_16042270,1_16042270,1,16042270,0.03707576
1_16042277,1_16042277,1,16042277,0.03707576
1_16042298,1_16042298,1,16042298,0.03707576
1_16042326,1_16042326,1,16042326,0.03707576
1_16042389,1_16042389,1,16042389,0.03707576
1_16045250,1_16045250,1,16045250,0.03707576
1_16045261,1_16045261,1,16045261,0.03707576
1_16060678,1_16060678,1,16060678,0.03707576
1_16076705,1_16076705,1,16076705,0.03707576
1_16080501,1_16080501,1,16080501,0.03707576
1_16192280,1_16192280,1,16192280,0.03707576
1_16192398,1_16192398,1,16192398,0.03707576
1_16323775,1_16323775,1,16323775,0.03707576
1_16325127,1_16325127,1,16325127,0.03707576
1_16341228,1_16341228,1,16341228,0.03707576
1_16414291,1_16414291,1,16414291,0.03707576
1_16414526,1_16414526,1,16414526,0.03707576
1_16431087,1_16431087,1,16431087,0.03707576
1_16431305,1_16431305,1,16431305,0.03707576
1_16431744,1_16431744,1,16431744,0.03707576
1_16431839,1_16431839,1,16431839,0.03707576
1_16434219,1_16434219,1,16434219,0.03707576
1_16444282,1_16444282,1,16444282,0.03707576
1_16460840,1_16460840,1,16460840,0.03707576
1_16518512,1_16518512,1,16518512,0.03707576
1_16518513,1_16518513,1,16518513,0.03707576
1_16518583,1_16518583,1,16518583,0.03707576
1_16518716,1_16518716,1,16518716,0.03707576
1_16521349,1_16521349,1,16521349,0.03707576
1_16549532,1_16549532,1,16549532,0.03707576
1_16590409,1_16590409,1,16590409,0.03707576
1_16651580,1_16651580,1,16651580,0.03707576
1_16656518,1_16656518,1,16656518,0.03707576
1_16817677,1_16817677,1,16817677,0.03707576
1_16833321,1_16833321,1,16833321,0.03707576
1_16857519,1_16857519,1,16857519,0.03707576
1_16863623,1_16863623,1,16863623,0.03707576
1_16863626,1_16863626,1,16863626,0.03707576
1_16863629,1_16863629,1,16863629,0.03707576
1_16863634,1_16863634,1,16863634,0.03707576
1_16863636,1_16863636,1,16863636,0.03707576
1_16863642,1_16863642,1,16863642,0.03707576
1_16863662,1_16863662,1,16863662,0.03707576
1_16863668,1_16863668,1,16863668,0.03707576
1_16863669,1_16863669,1,16863669,0.03707576
1_16889866,1_16889866,1,16889866,0.03707576
1_16921749,1_16921749,1,16921749,0.03707576
1_16928435,1_16928435,1,16928435,0.03707576
1_16951391,1_16951391,1,16951391,0.03707576
1_16960337,1_16960337,1,16960337,0.03707576
1_16974256,1_16974256,1,16974256,0.03707576
1_16974662,1_16974662,1,16974662,0.03707576
1_17045669,1_17045669,1,17045669,0.03707576
1_17053495,1_17053495,1,17053495,0.03707576
1_17061915,1_17061915,1,17061915,0.03707576
1_17061949,1_17061949,1,17061949,0.03707576
1_17094548,1_17094548,1,17094548,0.03707576
1_17194329,1_17194329,1,17194329,0.03707576
1_17229083,1_17229083,1,17229083,0.03707576
1_17234370,1_17234370,1,17234370,0.03707576
1_17306595,1_17306595,1,17306595,0.03707576
1_17306596,1_17306596,1,17306596,0.03707576
1_17306675,1_17306675,1,17306675,0.03707576
1_17314073,1_17314073,1,17314073,0.03707576
1_17319287,1_17319287,1,17319287,0.03707576
1_17362342,1_17362342,1,17362342,0.03707576
1_17374742,1_17374742,1,17374742,0.03707576
1_17379029,1_17379029,1,17379029,0.03707576
1_17391667,1_17391667,1,17391667,0.03707576
1_17393889,1_17393889,1,17393889,0.03707576
1_17394048,1_17394048,1,17394048,0.03707576
1_17394775,1_17394775,1,17394775,0.03707576
1_17396498,1_17396498,1,17396498,0.03707576
1_17397704,1_17397704,1,17397704,0.03707576
1_17399256,1_17399256,1,17399256,0.03707576
1_17409829,1_17409829,1,17409829,0.03707576
1_17413769,1_17413769,1,17413769,0.03707576
1_17414020,1_17414020,1,17414020,0.03707576
1_17414305,1_17414305,1,17414305,0.03707576
1_17494737,1_17494737,1,17494737,0.03707576
1_17497428,1_17497428,1,17497428,0.03707576
1_17522233,1_17522233,1,17522233,0.03707576
1_17524005,1_17524005,1,17524005,0.03707576
1_17524549,1_17524549,1,17524549,0.03707576
1_17524749,1_17524749,1,17524749,0.03707576
1_17546590,1_17546590,1,17546590,0.03707576
1_17597181,1_17597181,1,17597181,0.03707576
1_17634106,1_17634106,1,17634106,0.03707576
1_18163593,1_18163593,1,18163593,0.03707576
1_18210585,1_18210585,1,18210585,0.03707576
1_18362684,1_18362684,1,18362684,0.03707576
1_18374838,1_18374838,1,18374838,0.03707576
1_18374940,1_18374940,1,18374940,0.03707576
1_18403751,1_18403751,1,18403751,0.03707576
1_18476601,1_18476601,1,18476601,0.03707576
1_18493076,1_18493076,1,18493076,0.03707576
1_18581074,1_18581074,1,18581074,0.03707576
1_18683541,1_18683541,1,18683541,0.03707576
1_18813026,1_18813026,1,18813026,0.03707576
1_18940447,1_18940447,1,18940447,0.03707576
1_18945536,1_18945536,1,18945536,0.03707576
1_18959688,1_18959688,1,18959688,0.03707576
1_18969894,1_18969894,1,18969894,0.03707576
1_18983006,1_18983006,1,18983006,0.03707576
1_18994554,1_18994554,1,18994554,0.03707576
1_19077825,1_19077825,1,19077825,0.03707576
1_19094738,1_19094738,1,19094738,0.03707576
1_19116962,1_19116962,1,19116962,0.03707576
1_19147846,1_19147846,1,19147846,0.03707576
1_19150315,1_19150315,1,19150315,0.03707576
1_19220442,1_19220442,1,19220442,0.03707576
1_19428929,1_19428929,1,19428929,0.03707576
1_19476649,1_19476649,1,19476649,0.03707576
1_19790706,1_19790706,1,19790706,0.03707576
1_19877318,1_19877318,1,19877318,0.03707576
1_19877327,1_19877327,1,19877327,0.03707576
1_19877339,1_19877339,1,19877339,0.03707576
1_19881213,1_19881213,1,19881213,0.03707576
1_19887955,1_19887955,1,19887955,0.03707576
1_19916784,1_19916784,1,19916784,0.03707576
1_19916847,1_19916847,1,19916847,0.03707576
1_20159377,1_20159377,1,20159377,0.03707576
1_20167341,1_20167341,1,20167341,0.03707576
1_20175527,1_20175527,1,20175527,0.03707576
1_20208783,1_20208783,1,20208783,0.03707576
1_20222500,1_20222500,1,20222500,0.03707576
1_20282732,1_20282732,1,20282732,0.03707576
1_20421968,1_20421968,1,20421968,0.03707576
1_20480668,1_20480668,1,20480668,0.03707576
1_20498399,1_20498399,1,20498399,0.03707576
1_20500591,1_20500591,1,20500591,0.03707576
1_20638625,1_20638625,1,20638625,0.03707576
1_20735324,1_20735324,1,20735324,0.03707576
1_20739723,1_20739723,1,20739723,0.03707576
1_20750561,1_20750561,1,20750561,0.03707576
1_20750846,1_20750846,1,20750846,0.03707576
1_20762282,1_20762282,1,20762282,0.03707576
1_20897742,1_20897742,1,20897742,0.03707576
1_20918089,1_20918089,1,20918089,0.03707576
1_20953858,1_20953858,1,20953858,0.03707576
1_21025139,1_21025139,1,21025139,0.03707576
1_21054726,1_21054726,1,21054726,0.03707576
1_21167303,1_21167303,1,21167303,0.03707576
1_21227031,1_21227031,1,21227031,0.03707576
1_21243059,1_21243059,1,21243059,0.03707576
1_21267125,1_21267125,1,21267125,0.03707576
1_21277711,1_21277711,1,21277711,0.03707576
1_21331724,1_21331724,1,21331724,0.03707576
1_21361048,1_21361048,1,21361048,0.03707576
1_21424030,1_21424030,1,21424030,0.03707576
1_21538708,1_21538708,1,21538708,0.03707576
1_21571601,1_21571601,1,21571601,0.03707576
1_21628927,1_21628927,1,21628927,0.03707576
1_21704844,1_21704844,1,21704844,0.03707576
1_21718558,1_21718558,1,21718558,0.03707576
1_21755345,1_21755345,1,21755345,0.03707576
1_21775943,1_21775943,1,21775943,0.03707576
1_21799823,1_21799823,1,21799823,0.03707576
1_21801116,1_21801116,1,21801116,0.03707576
1_21801346,1_21801346,1,21801346,0.03707576
1_21802122,1_21802122,1,21802122,0.03707576
1_21927356,1_21927356,1,21927356,0.03707576
1_21953138,1_21953138,1,21953138,0.03707576
1_22009088,1_22009088,1,22009088,0.03707576
1_22129416,1_22129416,1,22129416,0.03707576
1_22218804,1_22218804,1,22218804,0.03707576
1_22320554,1_22320554,1,22320554,0.03707576
1_22320611,1_22320611,1,22320611,0.03707576
1_22320635,1_22320635,1,22320635,0.03707576
1_22320787,1_22320787,1,22320787,0.03707576
1_22320801,1_22320801,1,22320801,0.03707576
1_22329220,1_22329220,1,22329220,0.03707576
1_22329346,1_22329346,1,22329346,0.03707576
1_22329645,1_22329645,1,22329645,0.03707576
1_22329878,1_22329878,1,22329878,0.03707576
1_22331263,1_22331263,1,22331263,0.03707576
1_22336120,1_22336120,1,22336120,0.03707576
1_22357229,1_22357229,1,22357229,0.03707576
1_22395636,1_22395636,1,22395636,0.03707576
1_22447316,1_22447316,1,22447316,0.03707576
1_22449239,1_22449239,1,22449239,0.03707576
1_22479378,1_22479378,1,22479378,0.03707576
1_22505609,1_22505609,1,22505609,0.03707576
1_22514099,1_22514099,1,22514099,0.03707576
1_22518237,1_22518237,1,22518237,0.03707576
1_22552436,1_22552436,1,22552436,0.03707576
1_22578619,1_22578619,1,22578619,0.03707576
1_22584165,1_22584165,1,22584165,0.03707576
1_22625074,1_22625074,1,22625074,0.03707576
1_22636886,1_22636886,1,22636886,0.03707576
1_22792895,1_22792895,1,22792895,0.03707576
1_22792969,1_22792969,1,22792969,0.03707576
1_22879741,1_22879741,1,22879741,0.03707576
1_22986716,1_22986716,1,22986716,0.03707576
1_23198619,1_23198619,1,23198619,0.03707576
1_23255854,1_23255854,1,23255854,0.03707576
1_23258644,1_23258644,1,23258644,0.03707576
1_23347125,1_23347125,1,23347125,0.03707576
1_23493246,1_23493246,1,23493246,0.03707576
1_23497592,1_23497592,1,23497592,0.03707576
1_23503456,1_23503456,1,23503456,0.03707576
1_23507617,1_23507617,1,23507617,0.03707576
1_23540302,1_23540302,1,23540302,0.03707576
1_23540469,1_23540469,1,23540469,0.03707576
1_23760253,1_23760253,1,23760253,0.03707576
1_23761028,1_23761028,1,23761028,0.03707576
1_23782722,1_23782722,1,23782722,0.03707576
1_23796696,1_23796696,1,23796696,0.03707576
1_23811595,1_23811595,1,23811595,0.03707576
1_23811746,1_23811746,1,23811746,0.03707576
1_23827735,1_23827735,1,23827735,0.03707576
1_23939290,1_23939290,1,23939290,0.03707576
1_23988171,1_23988171,1,23988171,0.03707576
1_23995647,1_23995647,1,23995647,0.03707576
1_24174443,1_24174443,1,24174443,0.03707576
1_24215352,1_24215352,1,24215352,0.03707576
1_24284706,1_24284706,1,24284706,0.03707576
1_24286885,1_24286885,1,24286885,0.03707576
1_24292854,1_24292854,1,24292854,0.03707576
1_24298263,1_24298263,1,24298263,0.03707576
1_24300849,1_24300849,1,24300849,0.03707576
1_24307625,1_24307625,1,24307625,0.03707576
1_24317550,1_24317550,1,24317550,0.03707576
1_24317568,1_24317568,1,24317568,0.03707576
1_24323872,1_24323872,1,24323872,0.03707576
1_24323931,1_24323931,1,24323931,0.03707576
1_24324072,1_24324072,1,24324072,0.03707576
1_24324195,1_24324195,1,24324195,0.03707576
1_24324867,1_24324867,1,24324867,0.03707576
1_24325182,1_24325182,1,24325182,0.03707576
1_24379529,1_24379529,1,24379529,0.03707576
1_24379741,1_24379741,1,24379741,0.03707576
1_24382484,1_24382484,1,24382484,0.03707576
1_24395575,1_24395575,1,24395575,0.03707576
1_24441867,1_24441867,1,24441867,0.03707576
1_24470902,1_24470902,1,24470902,0.03707576
1_24471200,1_24471200,1,24471200,0.03707576
1_24479644,1_24479644,1,24479644,0.03707576
1_24479899,1_24479899,1,24479899,0.03707576
1_24482474,1_24482474,1,24482474,0.03707576
1_24486660,1_24486660,1,24486660,0.03707576
1_24488622,1_24488622,1,24488622,0.03707576
1_24489674,1_24489674,1,24489674,0.03707576
1_24670091,1_24670091,1,24670091,0.03707576
1_24670264,1_24670264,1,24670264,0.03707576
1_24684101,1_24684101,1,24684101,0.03707576
1_24954778,1_24954778,1,24954778,0.03707576
1_24954966,1_24954966,1,24954966,0.03707576
1_25011345,1_25011345,1,25011345,0.03707576
1_25047175,1_25047175,1,25047175,0.03707576
1_25047208,1_25047208,1,25047208,0.03707576
1_25202252,1_25202252,1,25202252,0.03707576
1_25397266,1_25397266,1,25397266,0.03707576
1_25404088,1_25404088,1,25404088,0.03707576
1_25404250,1_25404250,1,25404250,0.03707576
1_25425300,1_25425300,1,25425300,0.03707576
1_25611517,1_25611517,1,25611517,0.03707576
1_25611580,1_25611580,1,25611580,0.03707576
1_25646748,1_25646748,1,25646748,0.03707576
1_25648349,1_25648349,1,25648349,0.03707576
1_25674913,1_25674913,1,25674913,0.03707576
1_25719599,1_25719599,1,25719599,0.03707576
1_25720248,1_25720248,1,25720248,0.03707576
1_25720301,1_25720301,1,25720301,0.03707576
1_25720370,1_25720370,1,25720370,0.03707576
1_25722090,1_25722090,1,25722090,0.03707576
1_25724146,1_25724146,1,25724146,0.03707576
1_25744468,1_25744468,1,25744468,0.03707576
1_25751632,1_25751632,1,25751632,0.03707576
1_25754140,1_25754140,1,25754140,0.03707576
1_25761924,1_25761924,1,25761924,0.03707576
1_25764177,1_25764177,1,25764177,0.03707576
1_25770188,1_25770188,1,25770188,0.03707576
1_25779236,1_25779236,1,25779236,0.03707576
1_25779249,1_25779249,1,25779249,0.03707576
1_25783066,1_25783066,1,25783066,0.03707576
1_25784318,1_25784318,1,25784318,0.03707576
1_25791906,1_25791906,1,25791906,0.03707576
1_25792062,1_25792062,1,25792062,0.03707576
1_25804743,1_25804743,1,25804743,0.03707576
1_25807095,1_25807095,1,25807095,0.03707576
1_25810966,1_25810966,1,25810966,0.03707576
1_25825781,1_25825781,1,25825781,0.03707576
1_25840046,1_25840046,1,25840046,0.03707576
1_25841631,1_25841631,1,25841631,0.03707576
1_25858300,1_25858300,1,25858300,0.03707576
1_25858325,1_25858325,1,25858325,0.03707576
1_26098333,1_26098333,1,26098333,0.03707576
1_26343910,1_26343910,1,26343910,0.03707576
1_26497319,1_26497319,1,26497319,0.03707576
1_26550378,1_26550378,1,26550378,0.03707576
1_26731780,1_26731780,1,26731780,0.03707576
1_26841171,1_26841171,1,26841171,0.03707576
1_26940681,1_26940681,1,26940681,0.03707576
1_27026482,1_27026482,1,27026482,0.03707576
1_27744375,1_27744375,1,27744375,0.03707576
1_28251493,1_28251493,1,28251493,0.03707576
1_28251514,1_28251514,1,28251514,0.03707576
1_28280012,1_28280012,1,28280012,0.03707576
1_28344980,1_28344980,1,28344980,0.03707576
1_28347491,1_28347491,1,28347491,0.03707576
1_28352647,1_28352647,1,28352647,0.03707576
1_28365988,1_28365988,1,28365988,0.03707576
1_28366015,1_28366015,1,28366015,0.03707576
1_28377053,1_28377053,1,28377053,0.03707576
1_28378384,1_28378384,1,28378384,0.03707576
1_28539639,1_28539639,1,28539639,0.03707576
1_28539709,1_28539709,1,28539709,0.03707576
1_28548705,1_28548705,1,28548705,0.03707576
1_28553377,1_28553377,1,28553377,0.03707576
1_28560580,1_28560580,1,28560580,0.03707576
