,Name,Chr,Position,Embryo_4006p1_B4_1_PGD4006
1:35800001-35900000,1:35800001-35900000,1,35800001,-2.5
1:35900001-36000000,1:35900001-36000000,1,35900001,-2.5
1:36000001-36100000,1:36000001-36100000,1,36000001,-2.5
1:36100001-36200000,1:36100001-36200000,1,36100001,-2.5
1:36200001-36300000,1:36200001-36300000,1,36200001,-2.5
1:36300001-36400000,1:36300001-36400000,1,36300001,-2.5
1:36400001-36500000,1:36400001-36500000,1,36400001,-2.5
1:36500001-36600000,1:36500001-36600000,1,36500001,-2.5
1:36600001-36700000,1:36600001-36700000,1,36600001,-2.5
1:36700001-36800000,1:36700001-36800000,1,36700001,-2.5
1:36800001-36900000,1:36800001-36900000,1,36800001,-2.5
1:36900001-37000000,1:36900001-37000000,1,36900001,-2.5
1:37000001-37100000,1:37000001-37100000,1,37000001,-2.5
1:37100001-37200000,1:37100001-37200000,1,37100001,-2.5
1:37200001-37300000,1:37200001-37300000,1,37200001,-2.5
1:37400001-37500000,1:37400001-37500000,1,37400001,-2.5
1:37500001-37600000,1:37500001-37600000,1,37500001,-2.5
1:37600001-37700000,1:37600001-37700000,1,37600001,-2.5
1:37700001-37800000,1:37700001-37800000,1,37700001,-2.5
1:37800001-37900000,1:37800001-37900000,1,37800001,-2.5
1:37900001-38000000,1:37900001-38000000,1,37900001,-2.5
1:38100001-38200000,1:38100001-38200000,1,38100001,-2.5
1:38200001-38300000,1:38200001-38300000,1,38200001,-2.5
1:38300001-38400000,1:38300001-38400000,1,38300001,-2.5
1:38400001-38500000,1:38400001-38500000,1,38400001,-2.5
1:38500001-38600000,1:38500001-38600000,1,38500001,-2.5
1:38600001-38700000,1:38600001-38700000,1,38600001,-2.5
1:38700001-38800000,1:38700001-38800000,1,38700001,-2.5
1:38800001-38900000,1:38800001-38900000,1,38800001,-2.5
1:38900001-39000000,1:38900001-39000000,1,38900001,-2.5
1:39000001-39100000,1:39000001-39100000,1,39000001,-2.5
1:39100001-39200000,1:39100001-39200000,1,39100001,-2.5
1:39200001-39300000,1:39200001-39300000,1,39200001,-2.5
1:39400001-39500000,1:39400001-39500000,1,39400001,-2.5
1:39500001-39600000,1:39500001-39600000,1,39500001,-2.5
1:39600001-39700000,1:39600001-39700000,1,39600001,-2.5
1:39700001-39800000,1:39700001-39800000,1,39700001,-2.5
1:39800001-39900000,1:39800001-39900000,1,39800001,-2.5
1:39900001-40000000,1:39900001-40000000,1,39900001,-2.5
1:40000001-40100000,1:40000001-40100000,1,40000001,-2.5
1:40100001-40200000,1:40100001-40200000,1,40100001,-2.5
1:40200001-40300000,1:40200001-40300000,1,40200001,-2.5
1:40300001-40400000,1:40300001-40400000,1,40300001,-2.5
1:40400001-40500000,1:40400001-40500000,1,40400001,-2.5
1:40500001-40600000,1:40500001-40600000,1,40500001,-2.5
1:40600001-40700000,1:40600001-40700000,1,40600001,-2.5
1:40700001-40800000,1:40700001-40800000,1,40700001,-2.5
1:40800001-40900000,1:40800001-40900000,1,40800001,-2.5
1:40900001-41000000,1:40900001-41000000,1,40900001,-2.5
1:41000001-41100000,1:41000001-41100000,1,41000001,-2.5
1:41100001-41200000,1:41100001-41200000,1,41100001,-2.5
1:41200001-41300000,1:41200001-41300000,1,41200001,-2.5
1:41300001-41400000,1:41300001-41400000,1,41300001,-2.5
1:41400001-41500000,1:41400001-41500000,1,41400001,-2.5
1:41500001-41600000,1:41500001-41600000,1,41500001,-2.5
1:41600001-41700000,1:41600001-41700000,1,41600001,-2.5
1:41700001-41800000,1:41700001-41800000,1,41700001,-2.5
1:41800001-41900000,1:41800001-41900000,1,41800001,-2.5
1:41900001-42000000,1:41900001-42000000,1,41900001,-2.5
1:42000001-42100000,1:42000001-42100000,1,42000001,-2.5
1:42100001-42200000,1:42100001-42200000,1,42100001,-2.5
1:42200001-42300000,1:42200001-42300000,1,42200001,-2.5
1:42300001-42400000,1:42300001-42400000,1,42300001,-2.5
1:42400001-42500000,1:42400001-42500000,1,42400001,-2.5
1:42500001-42600000,1:42500001-42600000,1,42500001,-2.5
1:42600001-42700000,1:42600001-42700000,1,42600001,-2.5
1:42800001-42900000,1:42800001-42900000,1,42800001,-2.5
1:42900001-43000000,1:42900001-43000000,1,42900001,-2.5
1:43100001-43200000,1:43100001-43200000,1,43100001,-2.5
1:43300001-43400000,1:43300001-43400000,1,43300001,-2.5
1:43400001-43500000,1:43400001-43500000,1,43400001,-2.5
1:43500001-43600000,1:43500001-43600000,1,43500001,-2.5
1:43600001-43700000,1:43600001-43700000,1,43600001,-2.5
1:43700001-43800000,1:43700001-43800000,1,43700001,-2.5
1:43800001-43900000,1:43800001-43900000,1,43800001,-2.5
1:43900001-44000000,1:43900001-44000000,1,43900001,-2.5
1:44000001-44100000,1:44000001-44100000,1,44000001,-2.5
1:44100001-44200000,1:44100001-44200000,1,44100001,-2.5
1:44200001-44300000,1:44200001-44300000,1,44200001,-2.5
1:44300001-44400000,1:44300001-44400000,1,44300001,-2.5
1:44400001-44500000,1:44400001-44500000,1,44400001,-2.5
1:44500001-44600000,1:44500001-44600000,1,44500001,-2.5
1:44600001-44700000,1:44600001-44700000,1,44600001,-2.5
1:44700001-44800000,1:44700001-44800000,1,44700001,-2.5
1:44800001-44900000,1:44800001-44900000,1,44800001,-2.5
1:44900001-45000000,1:44900001-45000000,1,44900001,-2.5
1:45000001-45100000,1:45000001-45100000,1,45000001,-2.5
1:45100001-45200000,1:45100001-45200000,1,45100001,-2.5
1:45200001-45300000,1:45200001-45300000,1,45200001,-2.5
1:45300001-45400000,1:45300001-45400000,1,45300001,-2.5
1:45400001-45500000,1:45400001-45500000,1,45400001,-2.5
1:45500001-45600000,1:45500001-45600000,1,45500001,-2.5
1:45600001-45700000,1:45600001-45700000,1,45600001,-2.5
1:45700001-45800000,1:45700001-45800000,1,45700001,-2.5
1:45800001-45900000,1:45800001-45900000,1,45800001,-2.5
1:45900001-46000000,1:45900001-46000000,1,45900001,-2.5
1:46000001-46100000,1:46000001-46100000,1,46000001,-2.5
1:46100001-46200000,1:46100001-46200000,1,46100001,-2.5
1:46200001-46300000,1:46200001-46300000,1,46200001,-2.5
1:46300001-46400000,1:46300001-46400000,1,46300001,-2.5
1:46400001-46500000,1:46400001-46500000,1,46400001,-2.5
1:46500001-46600000,1:46500001-46600000,1,46500001,-2.5
1:46600001-46700000,1:46600001-46700000,1,46600001,-2.5
1:46700001-46800000,1:46700001-46800000,1,46700001,-2.5
1:46800001-46900000,1:46800001-46900000,1,46800001,-2.5
1:47000001-47100000,1:47000001-47100000,1,47000001,-2.5
1:47100001-47200000,1:47100001-47200000,1,47100001,-2.5
1:47200001-47300000,1:47200001-47300000,1,47200001,-2.5
1:47600001-47700000,1:47600001-47700000,1,47600001,-2.5
1:47700001-47800000,1:47700001-47800000,1,47700001,-2.5
1:47800001-47900000,1:47800001-47900000,1,47800001,-2.5
1:47900001-48000000,1:47900001-48000000,1,47900001,-2.5
1:48000001-48100000,1:48000001-48100000,1,48000001,-2.5
1:48100001-48200000,1:48100001-48200000,1,48100001,-2.5
1:48200001-48300000,1:48200001-48300000,1,48200001,-2.5
1:48300001-48400000,1:48300001-48400000,1,48300001,-2.5
1:48400001-48500000,1:48400001-48500000,1,48400001,-2.5
1:48500001-48600000,1:48500001-48600000,1,48500001,-2.5
1:48600001-48700000,1:48600001-48700000,1,48600001,-2.5
1:48700001-48800000,1:48700001-48800000,1,48700001,-2.5
1:48800001-48900000,1:48800001-48900000,1,48800001,-2.5
1:48900001-49000000,1:48900001-49000000,1,48900001,-2.5
1:49000001-49100000,1:49000001-49100000,1,49000001,-2.5
1:49100001-49200000,1:49100001-49200000,1,49100001,-2.5
1:49200001-49300000,1:49200001-49300000,1,49200001,-2.5
1:49300001-49400000,1:49300001-49400000,1,49300001,-2.5
1:49400001-49500000,1:49400001-49500000,1,49400001,-2.5
1:49500001-49600000,1:49500001-49600000,1,49500001,-2.5
1:49600001-49700000,1:49600001-49700000,1,49600001,-2.5
1:49700001-49800000,1:49700001-49800000,1,49700001,-2.5
1:49800001-49900000,1:49800001-49900000,1,49800001,-2.5
1:49900001-50000000,1:49900001-50000000,1,49900001,-2.5
1:50000001-50100000,1:50000001-50100000,1,50000001,-2.5
1:50100001-50200000,1:50100001-50200000,1,50100001,-2.5
1:50200001-50300000,1:50200001-50300000,1,50200001,-2.5
1:50300001-50400000,1:50300001-50400000,1,50300001,-2.5
1:50400001-50500000,1:50400001-50500000,1,50400001,-2.5
